CID,Compound_Name,SMILES,Flavor_Description,Source
3242,epirizole,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,bitter,FlavorDB
3314,eugenol,COC1=C(C=CC(=C1)CC=C)O,spicy;warm;floral;clove; woody;cinnamon;honey;clove;spicy;sweet;burnt,FlavorDB
3325,famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,bitter,FlavorDB
3368,fludara,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N,sweet,FlavorDB
3371,flufenamic acid,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,bitter,FlavorDB
3426,laevuflex,C1C(C(C(C(O1)(CO)O)O)O)O,sweet,FlavorDB
3429,"hexane-1,2,3,4,5-pentol",CC(C(C(C(CO)O)O)O)O,sweet,FlavorDB
3473,5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,pungent,FlavorDB
3476,glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,bitter,FlavorDB
3485,glutaraldehyde,C(CC=O)CC=O,sweet;pungent; medicinal;fruity;pungent,FlavorDB
3495,glycyrrhizic acid,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet,FlavorDB
3516,guaifenesin,COC1=CC=CC=C1OCC(CO)O,characteristic; bitter,FlavorDB
3559,haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,bitter,FlavorDB
3594,hesperetin-7-rutinoside,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,FlavorDB
3611,hinokitiol,CC(C)C1=CC(=O)C(=CC=C1)O,woody;phenolic,FlavorDB
3776,isopropanol,CC(C)O,ethanol;acetone;alcohol;pleasant; woody;floral;musty;alcohol;bitter,FlavorDB
3778,propyphenazone,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,bitter,FlavorDB
3828,khellin,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,bitter,FlavorDB
3871,d-lactitol (monohydrate),C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,sweet,FlavorDB
3872,lactulose,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,sweet,FlavorDB
3879,celanide,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,metallic;fatty,FlavorDB
3893,lauric acid,CCCCCCCCCCCC(=O)O,characteristic;oil;bay; metallic;coconut;oil;fatty;bay,FlavorDB
3948,lomefloxacin,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,bitter,FlavorDB
4004,malathion,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,mercaptan;skunk;garlic; bitter,FlavorDB
4007,"6-(hydroxymethyl)-2-methyl-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,3,4-triol",CC1(C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,sweet,FlavorDB
4044,mefenamic acid,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,bitter,FlavorDB
4059,mephenesin,CC1=CC=CC=C1OCC(CO)O,bitter,FlavorDB
4064,meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,soup; soup,FlavorDB
4091,metformin,CN(C)C(=N)N=C(N)N,bitter,FlavorDB
4095,methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,bitter,FlavorDB
4114,methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,odorless; bitter,FlavorDB
4131,9-{5-o-[hydroxy(methyl)phosphoryl]pentofuranosyl}-9h-purin-6-amine,CP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,sweet,FlavorDB
4133,methyl salicylate,COC(=O)C1=CC=CC=C1O,characteristic;wintergreen; minty;almond;peppermint;caramel;wintergreen,FlavorDB
4162,methyprylon,CCC1(C(=O)C(CNC1=O)C)CC,characteristic; bitter,FlavorDB
4189,miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,bitter,FlavorDB
4276,myristicin,COC1=CC(=CC2=C1OCO2)CC=C,balsamic;woody;spicy;warm;balsam,FlavorDB
4403,"[3,4-dihydroxy-5-[6-(methylamino)purin-9-yl]oxolan-2-yl]methyl dihydrogen phosphate",CNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,sweet,FlavorDB
4453,neosperidin dihydrochalcone,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,sweet;bland,FlavorDB
4472,nialamide,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,bitter,FlavorDB
4488,niflumic acid,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,bitter,FlavorDB
4583,ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,bitter,FlavorDB
4594,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,bitter,FlavorDB
4601,orphenadrine,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,bitter,FlavorDB
4619,oxeladin,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,bitter,FlavorDB
4650,p-benzoquinone,C1=CC(=O)C=CC1=O,acrid;chlorine,FlavorDB
4679,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,bitter,FlavorDB
4680,papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,bitter,FlavorDB
4740,pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,bitter,FlavorDB
4754,phenacetin,CCOC1=CC=C(C=C1)NC(=O)C,odorless; bitter,FlavorDB
4770,phenprobamate,C1=CC=C(C=C1)CCCOC(=O)N,bitter,FlavorDB
4780,phenylbiguanide,C1=CC=C(C=C1)N=C(N)N=C(N)N,bitter,FlavorDB
4788,phloretin,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,odorless;bitter,FlavorDB
4795,phosphoaminophosphonic acid-adenylate ester,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)N,sweet,FlavorDB
4798,methadp,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(CP(=O)(O)O)O)O)O)N,sweet,FlavorDB
4799,schembl14178282,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)N,sweet,FlavorDB
4806,phthalylsulfathiazole,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,bitter,FlavorDB
4831,pipemidic acid,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,bitter,FlavorDB
4837,piperazine,C1CNCCN1,ammonia;amine; savory;ammonia,FlavorDB
4848,pirenzepine,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,bitter,FlavorDB
4873,potassium chloride,[Cl-].[K+],odorless; bitter,FlavorDB
4913,procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,bitter,FlavorDB
4947,propyl gallate,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,odorless; bland;bitter,FlavorDB
4998,quassin,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC,bitter,FlavorDB
5054,resorcinol,C1=CC(=CC(=C1)O)O,characteristic; hawthorn;creamy;musty;floral;nutty;phenolic,FlavorDB
5143,saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,aromatic;odorless; sweet;odorless;bitter,FlavorDB
5144,safrole,C=CCC1=CC2=C(C=C1)OCO2,sassafras; woody;floral;spicy;sweet;warm;sassafras;anise,FlavorDB
5147,salicylamide,C1=CC=C(C(=C1)C(=O)N)O,bitter,FlavorDB
5161,salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,bitter,FlavorDB
5281,stearic acid,CCCCCCCCCCCCCCCCCC(=O)O,dairy;odorless;fatty,FlavorDB
5326,sulfameter,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,bitter,FlavorDB
5329,sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,odorless; bitter,FlavorDB
5330,sulfamethoxypyridazine,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,bitter,FlavorDB
5344,sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,odorless; bitter,FlavorDB
5362,suxibuzone,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,bitter,FlavorDB
5429,theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,bitter,FlavorDB
5497,nikethamide,CCN(CC)C(=O)C1=CN=CC=C1,bitter,FlavorDB
5531,trapidil,CCN(CC)C1=CC(=NC2=NC=NN12)C,bitter,FlavorDB
5541,triacetin,CC(=O)OCC(COC(=O)C)OC(=O)C,fruity;fatty; tropical;clean;fruity;bitter,FlavorDB
5576,trimethadione,CC1(C(=O)N(C(=O)O1)C)C,bitter,FlavorDB
5578,trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,odorless; bitter,FlavorDB
5590,triton x-100,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,bland;alcohol,FlavorDB
5610,tyramine,C1=CC(=CC=C1CCN)O,meaty;savory;phenolic;cooked;rubber;dirty,FlavorDB
5634,undecylenic acid,C=CCCCCCCCCC(=O)O,sweet;woody;floral,FlavorDB
5743,dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,bitter,FlavorDB
5750,meperidine hydrochloride,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,bitter,FlavorDB
5754,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,odorless; bitter,FlavorDB
5755,prednisolone,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,odorless; bitter,FlavorDB
5780,d-sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,odorless; sweet;caramel;odorless,FlavorDB
5793,d-glc,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet,FlavorDB
5825,dextroamphetamine sulfate,C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.OS(=O)(=O)O,bitter,FlavorDB
5827,n-(4-methoxyphenyl)acetamide,CC(=O)NC1=CC=C(C=C1)OC,bitter,FlavorDB
5838,cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,bitter,FlavorDB
5842,allobarbital,C=CCC1(C(=O)NC(=O)NC1=O)CC=C,bitter,FlavorDB
5862,l-cysteine,C([C@@H](C(=O)O)N)S,savory;sulfur,FlavorDB
5865,prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,odorless; bitter,FlavorDB
5883,methantheline bromide,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],bitter,FlavorDB
5917,pentetrazol,C1CCC2=NN=NN2CC1,bitter,FlavorDB
5950,l-alanine,C[C@@H](C(=O)O)N,odorless; odorless,FlavorDB
5957,adenosine triphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,sweet,FlavorDB
5959,chloramphenicol,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],bitter,FlavorDB
5960,l-aspartic acid,C([C@@H](C(=O)O)N)C(=O)O,odorless,FlavorDB
5961,l-glutamine,C(CC(=O)N)[C@@H](C(=O)O)N,custard;cocoa;oil;dairy;milky,FlavorDB
5962,l-lysine,C(CCN)C[C@@H](C(=O)O)N,odorless,FlavorDB
5971,allyl isothiocyanate,C=CCN=C=S,mustard;pungent; pungent;mustard;garlic;sulfur;bitter,FlavorDB
5984,d-(-)-fructose,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,sweet,FlavorDB
5987,sulfamic acid,NS(=O)(=O)O,odorless; bland;fatty,FlavorDB
5988,sucrose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,characteristic;caramel;heated;odorless; sweet,FlavorDB
6022,adenosine 5'-diphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,sweet,FlavorDB
6027,alpha-d-xylopyranose,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,sweet,FlavorDB
6036,d-gal,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet,FlavorDB
6037,(2S)-2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,odorless; odorless,FlavorDB
6041,phenylephrine,CNC[C@@H](C1=CC(=CC=C1)O)O,bitter,FlavorDB
6047,levodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,odorless; odorless,FlavorDB
6048,tolazoline hydrochloride,C1CN=C(N1)CC2=CC=CC=C2.Cl,bitter,FlavorDB
6050,tributyrin,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,buttery;fruity; creamy;cheese;waxy;fatty;bitter,FlavorDB
6054,2-phenylethanol,C1=CC=C(C=C1)CCO,characteristic;rose;pea; dried;rose;flowery;floral;watery;lilac;honey;fruity;spicy;wine;bitter,FlavorDB
6055,dl-amphetamine sulfate,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,bitter,FlavorDB
6057,l-tyrosine,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,odorless,FlavorDB
6072,phlorizin,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,bitter,FlavorDB
6076,cyclic amp,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,sweet,FlavorDB
6083,adenosine 5'-monophosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,sweet,FlavorDB
6100,bretylium tosylate,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-],bitter,FlavorDB
6106,l-leucine,CC(C)C[C@@H](C(=O)O)N,odorless;bitter,FlavorDB
6116,calcium acetate,CC(=O)[O-].CC(=O)[O-].[Ca+2],acetic;acid; acetic,FlavorDB
6134,(+)-lactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,odorless; sweet,FlavorDB
6140,l-phenylalanine,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,odorless;bitter,FlavorDB
6167,colchicine,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,odorless; bitter,FlavorDB
6184,hexanal,CCCCCC=O,characteristic;green;fruity;grassy;aldehydic; fresh;green;tallow;fruity;oil;sweaty;fatty;apple;leafy;grassy;aldehydic,FlavorDB
6197,cycloheximide,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,bitter,FlavorDB
6202,thiamine hydrochloride,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],characteristic; bitter;sour,FlavorDB
6213,dimethyl sulfone,CS(=O)(=O)C,burnt;sulfur,FlavorDB
6224,sodium citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],odorless,FlavorDB
6251,d-mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,odorless; sweet;odorless,FlavorDB
6255,maltose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
6267,l-asparagine,C([C@@H](C(=O)O)N)C(=O)N,odorless,FlavorDB
6274,l-histidine,C1=C(NC=N1)C[C@@H](C(=O)O)N,odorless;bitter,FlavorDB
6276,1-pentanol,CCCCCO,characteristic;fusel; vanilla;balsamic;pungent;green;oil;fruity;sweet;balsam;yeast;fusel,FlavorDB
6282,bromosulfalein,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],odorless; bitter,FlavorDB
6287,l-valine,CC(C)[C@@H](C(=O)O)N,odorless,FlavorDB
6305,l-tryptophan,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,odorless; bitter,FlavorDB
6306,l-isoleucine,CC[C@H](C)[C@@H](C(=O)O)N,odorless;bitter,FlavorDB
6341,ethanamine,CCN,ammonia; fishy;ammonia,FlavorDB
6343,ethanethiol,CCS,garlic;skunk;leek; onion;earthy;fruity;rubber;sulfur,FlavorDB
6344,dichloromethane,C(Cl)Cl,chloroform;ether;pleasant;sweet,FlavorDB
6354,oxirane,C1CO1,sweet;apple;ether;reminiscent,FlavorDB
6363,isopropylamine,CC(C)N,ammonia; fishy;ammonia,FlavorDB
6364,2-propanethiol,CC(C)S,skunk;unpleasant; meaty;savory;onion;ripe;gassy;sulfur,FlavorDB
6378,propylene oxide,CC1CO1,benzene;ethereal;ether;oxide;sweet;propylene;alcohol; sweet;ethereal,FlavorDB
6386,tert-butanol,CC(C)(C)O,camphor; camphor,FlavorDB
6405,2-methyl-2-butanol,CCC(C)(C)O,characteristic;camphor; pungent,FlavorDB
6433,sulfonethylmethane,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,bitter,FlavorDB
6448,bornyl acetate,CC(=O)OC1CC2CCC1(C2(C)C)C,balsamic;cedar;fresh;woody;pine;floral;needle;camphor;green;herbal;spicy;sweet,FlavorDB
6454,cyclopentobarbital,C=CCC1(C(=O)NC(=O)NC1=O)C2CCC=C2,bitter,FlavorDB
6463,benzilic acid,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,characteristic; bitter,FlavorDB
6464,aprobarbital,CC(C)C1(C(=O)NC(=O)NC1=O)CC=C,bitter,FlavorDB
6465,piperidione,CCC1(C(=O)CCNC1=O)CC,bitter,FlavorDB
6473,butethal,CCCCC1(C(=O)NC(=O)NC1=O)CC,bitter,FlavorDB
6489,acecarbromal,CCC(CC)(C(=O)NC(=O)NC(=O)C)Br,bitter,FlavorDB
6493,3-methyl-3-pentanol,CCC(C)(CC)O,green;leafy;fruity,FlavorDB
6501,77-83-8,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,fruity;berry; floral;honey;fruity;fatty;sweet;strawberry,FlavorDB
6505,77-90-7,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,sweet;herbal;odorless; sweet;herbal;floral;wine,FlavorDB
6506,triethyl citrate,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,fruity; fruity;wine;odorless;bitter,FlavorDB
6509,tetraethylammonium hydroxide,CC[N+](CC)(CC)CC.[OH-],bitter,FlavorDB
6514,3-mercaptopropionic acid,C(CS)C(=O)O,acrid;sulfide; savory;roasted;sulfur,FlavorDB
6532,linalyl isobutyrate,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,light;woody;fruity;bergamot;lavender,FlavorDB
6544,isophorone,CC1=CC(=O)CC(C1)(C)C,camphor;peppermint; cedarwood;musty;woody;green;camphor;leather;fruity;spicy;sweet;cooling;tobacco,FlavorDB
6548,"3,7-dimethyloctan-3-ol",CCC(C)(CCCC(C)C)O,rose;woody;floral;lilac;green;oil;tea;bois;lily,FlavorDB
6549,linalool,CC(=CCCC(C)(C=C)O)C,flowery;woody;fresh;floral;camphor;oil;terpenic;lavender;spicy;bergamot;reminiscent;lily; rose;flowery;woody;floral;citrus;green;coriander;lavender;sweet;blueberry;bois;orange;lemon,FlavorDB
6558,isobutylamine,CC(C)CN,fishy;amine; fishy;cheese,FlavorDB
6560,2-methyl-1-propanol,CC(C)CO,disagreeable;amyl;musty;oil;sweet;wine;alcohol;nonresidual;fusel; cocoa;ether;solvent;wine;apple;bitter,FlavorDB
6561,isobutyraldehyde,CC(C)C=O,pungent; fresh;floral;pungent;green;cocoa;malt;caramel;burnt;aldehydic,FlavorDB
6568,2-butanol,CCC(C)O,sweet;wine;pleasant; sweet;wine;apricot;oil,FlavorDB
6569,2-butanone,CCC(=O)C,acetone;minty;pleasant;pungent;fragrant;sweet; acetone;pleasant;camphor;ether;ethereal;fruity;fragrant,FlavorDB
6584,methyl acetate,CC(=O)OC,fruity;pleasant;fragrant; ester;green;ether;fruity;sweet;bitter,FlavorDB
6590,isobutyric acid,CC(C)C(=O)O,butyric;pungent;fatty;buttery;acid;unpleasant; cheese;rancid;sweaty;buttery;strawberry;burnt,FlavorDB
6616,camphene,CC1(C2CCC(C2)C1=C)C,insipid;minty;woody;trephy;pine;citrus;green;camphor;spicy;cooling; mothball;woody;needle;camphor;herbal;oil;warm;fir,FlavorDB
6631,dihydroterpinyl acetate,CC1CCC(CC1)C(C)(C)OC(=O)C,woody;pine;citrus;lime;cologne,FlavorDB
6651,terpin,CC1(CCC(CC1)C(C)(C)O)O,bitter,FlavorDB
6654,alpha-pinene,CC1=CCC2CC1C2(C)C,turpentine;characteristic;pine; turpentine;cedarwood;minty;fresh;woody;pine;camphor;earthy;terpene;sweet,FlavorDB
6658,methyl methacrylate,CC(=C)C(=O)OC,characteristic;acrid;fruity;sweet;hedonic;unpleasant;sulfur; pungent;fruity;aromatic;acrylic;sulfur,FlavorDB
6660,80-71-7,CC1=C(C(=O)CC1)O,maple;caramel;smoky;syrup,FlavorDB
6669,musk ketone,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,powdery; musk;powdery;dry;fatty;soapy,FlavorDB
6674,dehydrocholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C,bitter,FlavorDB
6736,3-methylindole,CC1=CNC2=CC=CC=C12,pleasant;characteristic;fecal;sweet;warm;low; mothball;civet;indole;fecal;animal,FlavorDB
6781,diethyl phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,aromatic;odorless; bitter,FlavorDB
6804,"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,odorless,FlavorDB
6826,methyl 2-(methylamino)benzoate,CNC1=CC=CC=C1C(=O)OC,orange;mandarin; musty;floral;grape;powdery;fruity;blossom;phenolic;sweet;wine;orange;neroli,FlavorDB
6847,1-naphthoic acid,C1=CC=C2C(=C1)C=CC=C2C(=O)O,bitter,FlavorDB
6849,1-nitronaphthalene,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],odorless; bitter,FlavorDB
6873,isobutyl salicylate,CC(C)COC(=O)C1=CC=CC=C1O,clover;floral;herbal;orchid;bitter,FlavorDB
6874,isoamyl salicylate,CC(C)CCOC(=O)C1=CC=CC=C1O,woody;metallic;floral;herbal;orchid;fruity;wintergreen;soapy;bitter;tobacco,FlavorDB
6877,ethyl 2-aminobenzoate,CCOC(=O)C1=CC=CC=C1N,orange;flowery;fruity; floral;grape;blossom;sweet;wintergreen;orange,FlavorDB
6885,phthalide,C1C2=CC=CC=C2C(=O)O1,tonka;coconut;powdery;coumarin;phenolic;sweet;lactonic,FlavorDB
6902,d-arabinopyranose,C1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,sweet,FlavorDB
6904,l-(-)-sorbose,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,sweet,FlavorDB
6912,xylitol,C([C@H](C([C@H](CO)O)O)O)O,sweet;odorless,FlavorDB
6915,2-ethylbutyric acid,CCC(CC)C(=O)O,whiskey;fruity;dry;acidic;berry;caramel;sour,FlavorDB
6919,2-furoic acid,C1=COC(=C1)C(=O)O,odorless,FlavorDB
6920,2-acetylthiophene,CC(=O)C1=CC=CS1,sulfur,FlavorDB
6930,versalide,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,musk,FlavorDB
6943,2-isopropylphenol,CC(C)C1=CC=CC=C1O,creosote;heat;phenolic;medicinal,FlavorDB
6949,guaiene,CC1CCC(=C(C)C)CC2=C1CCC2C,woody;powdery;dry;spicy;sweet;guaiacwood,FlavorDB
6954,picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],odorless; bitter,FlavorDB
6981,"(2R)-2-[(1R)-1,2-dihydroxyethyl]-4,5-dihydroxyfuran-3-one",C([C@H]([C@@H]1C(=O)C(=C(O1)O)O)O)O,odorless,FlavorDB
6985,"2',4'-dimethylacetophenone",CC1=CC(=C(C=C1)C(=O)C)C,woody;floral;minty;mimosa;sweet,FlavorDB
6986,10458-14-7,CC1CCC(C(=O)C1)C(C)C,characteristic;peppermint;menthol; minty;fresh;green;sweet;peppermint;cool,FlavorDB
6987,piperitone,CC1=CC(=O)C(CC1)C(C)C,minty;fresh;camphor;herbal;fruity;sweet;medicinal,FlavorDB
